index,payload,label
125,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cp4eESNilY_12wbMVtqUZVeUBrjkGfJMzXrcVlL41EcWteBnnjRzDsdb8ErbQ4ZyLhMezZfv7VVDnPgD51fySD0zdlEsBfQH8B0h1SEMRS9Jh864U-wYKf-Wdvmssfm74I7TNpjoVULu9BKjzngSMGAa5djTggdeKZ5YMs-qRIuIKZX5gGkvE4ZXgXfaKZUZ5WpT-QNCM1CTtNUKOC8G0usl7KDfA\%3D\%3D&amp;attredirects=0',1
126,www.avnika.com/GetSimple/theme/Cardinal/boa.php,1
127,www.und.nodak.edu/org/crypto/crypto/,0
128,us.battle.net.account.bettlenet.tk/login.asp?ref=us.battle.net/account/management/index.xml&app=bam,1
129,www.netopia.com/support/technotes/hardware/NIR_044.html,0
130,www.bbc.co.uk/lottery/,0
131,www.jnd.org/dn.mss/in_appreciation_of_j.html,0
132,www.cryptacet.com/spectrum/,0
133,www.rpg.net/news+reviews/reviews/rev_4725.html,0
134,p3-lefilm.fr/max/aa383483a054d83abbc88dd60bade82f/,1
135,1st-spot.net/topic_pda.html,0
136,battle-login-en.sswow.asia/login/en/login.html?app=wam,1
137,www.iiwas.org/conferences/iiwas2005/,0
138,www.cielodobrasil1.webege.com/promo/cadastro3.html?id=8ST8QDJ8CSJQJJ0G3TJHW9SDGT3WCS0HGQH0TCD8G8HWW08HGSJSJG0GQ38WH8SCG8GT8098,1
139,www.vpnc.org/vpn-standards.html,0
140,www.reportmill.com/ribs/,0
141,www.news.com.au/heraldsun/,0
142,boiseriesatlantica.com/asds.php,1
143,'www.cqpszx.com/images/?app=com-d3&amp;ref=http\%3A\%2F\%2Fholghtbus.battle.net\%2Fd3\%2Fen\%2Findex',1
144,pub36.bravenet.com/sitering/nav.php?usernum=3056852504&amp;action=list,0
145,crickdeepcarmine.com/6ydyi7632607-1926605wj0u/--GUNMIX---6939807-xvge/---731678---5973778-635v/786926/231310/1000-018-NEW-13/1000/your.html,1
146,www.zaghlulalnaggar.com/media/htawrw/sylmas/ae091d3ae3e8d93ae091d0d3fa5353538ee8d938/oealswas.htm?,1
147,www.newpacc.za.pl/,1
148,orangeruptureorangerupture.com/le-groupe-edf-History/access-adress.php?Facture=0c43f5f5fc007a50826fe2bafc114f74_france/particulier-facturation/espace_abonnement/,1
149,hotelplus.cc/hotelplus/home/,0
150,fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks1389347pvu2le94r815fc-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-24287863/websrc.php?session.start,1
151,tools.ietf.org/html/rfc3191,0
152,fonyodiifjusagert.hu/edf_wu201u/service_edf_enligne_145_uoe74/,1
153,tools.ietf.org/html/rfc595,0
154,login.77865.maxkz.com/0ef193e469fb990e9b0fa8a263dd6e88/login.html,1
155,thekentkneeunit.com/diagnosis/gg/paypal.com/,1
156,secure.runescape.com.xxus.asia/m=weblogin/loginform.html?mod=www&amp;,1
157,us.bettle.net.login.account.xe-ouz.asia/login.html?app=wam&ref=www.battle.net/account/&eor=0&app=bam,1
158,www.habbomega3d.rel7.com/,1
159,www.czmdzx.cn/img/index.htm?app=com-d3us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
160,www.facebook.com.ext.moneyinbank.ru/photo.php?fbid=505837262781600&amp;set=a.126780147353982.14019.108867349145262&amp;type=1&amp;theater,1
161,jaea.tripod.com/katie.html,0
162,www.busterbrands.com/wp-content/plugins/akismet/,1
163,www.nativetechnologyinc.net/native/,0
164,icontactworld.net/im/english/update/reboot.php,1
165,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqf_I-G914nsBcrCdCCdEjjA-oo8hasdlsj0w_hIkl9EZbje_2qi0Y9_bw27Psi1iEpR0AraEvpuYWktaIZwve-i0JB606Oy_PyjLhuxyHhNHWJxNt5ixK3Xx9YfgTvbq-HQrXI5pDYYET1CnVphpv6Ivy0lLswAzwsajGaI1ZMSnv_zOGjDTpFAjWKhXaOuHDojEd1f4_Dl1F4UXaXbTZ2LANyDQ\%3D\%3D&amp;attredirects=2',1
166,us.battle.net-account.account-com.net/battle_net_account.php,1
167,www.ceni.bf/IMG/doc/dk/login/account/visa/mastercard/,1
168,www.hygtzyj.cn/images/index.htm?us.battle.net/login/en/?ref=okqwpakus.battle.net/d3/en/index&app=com-d3,1
169,ceuciplastic.com/images/jtrraca/84d8535384394d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/sdfdfjjh.htm,1
170,www.rafimar.com/ports/index_ports.htm,0
171,www.janefrasier.com/mp.html,0
172,tam-milhas-onine.com.br.ms/,1
173,sofyateknikuniversitesi.gen.tr/wp-includes/northrock.htm,1
174,codigo47639e6c0.site50.net/Ativar/Acesso/Codigo47639E6C8/,1
175,www.odbcsdk.com/products/openaccess/oledb_overview.asp,0
176,www.patrick-bernau.de/gbook/,0
177,www.muppetlabs.com/~breadbox/intercal/,0
178,www.ilam-telecom.ir/public/css/d8.html,1
179,www.marketingisland.com/island/homepage.asp,0
180,www.ifi.uzh.ch/req/events/RE06/CallForPapers/CallForPapers.html,0
181,www.qualitiqua.com/home.htm,0
182,akfjsh.com/images/?us.battle.net/...,1
183,https.paypal.co.uk-account-update.e3d3idw3k4security-alert.universalrefractories.com/webscr/,1
184,www.dd-groupe.com/LGSBBI_NS_ENS/BtoChannelDriver.ssobtdseoperationName/santanderpage2.html,1
185,www.hadddo.xpg.com.br/,1
186,cypherspace.org/adam/,0
187,nhuether.home.comcast.net/~nhuether/,1
188,www.chaoskonklave.de/mod1.2/wwws3.hsbc.com.br/,1
189,theenders.com/Paypal_Virefication/4dca144eef6e26b7b9f3c7e6cb57ee4a/new1/aeb4460396612726f37b18e466f2758b/119ecd79c45efa183ae353dba75c99b2/,1
190,www.envi.fr/wp-content/uploads/2011/02/.../.../popup.php?check=3&amp;amp;action=refund,1
191,habbo-loko-moedas-gratis.blogspot.com/,1
192,paypal.com.us.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8da6a1457836.akshadamarriages.in/paypal-up-info-a0a058baaeef16e88f6bd2ee36c03f6f/15a4cf341b23b9b2b312b50a6cd8bdf4/,1
193,tools.ietf.org/html/rfc777,0
194,www.jacksoncountygov.com/Index.aspx?page=40,0
195,englishschool-eg.com/en/tmp/app/passo2.php,1
196,news.bbc.co.uk/1/hi/business/1057487.stm,0
197,paypal-sicherheitsservice.de/km/verifikation/14704/index.php,1
198,www.informatik.uni-bremen.de/cofi/projects/hascasl.html,0
199,www2.cytanet.com.cy/kyso/index.html,0
200,steamtrade.h16.ru/,1
201,mymaillingsupport.3owl.com/user_conf.php,1
202,thinhhungquang.com.vn/templates/main/id/299328830975046/one/,1
203,developers.sun.com/mobility/,0
204,songxia-battery.com/js?secure.runescape.com/m=weblogin/loginform.ws?mod=www,1
205,andrewcantino.com/class/,0
206,www.se-soft.com/ScreenSavers.aspx,0
207,astagency.com/css/byadaw/gtbaa/53843a3838439384d84d85353844d853535353843ae3ae091d0d3faee8d938/hthava.htm?8100afe24ea5744de251f02889d168de8100afe24ea5744de251f02889d168de,1
208,www.uni-kingdom.com.tw/eyewear/,0
209,amigos-by-orkut7.blogspot.de/,1
210,www.angelfire.com/ab3/dotnetgraphics/,0
211,www.bry-backmanor.org/iconamazons/,0
212,www.118bm.com/images/?us.battle.net/login/en/?ref=oaznhgjus.battle.net/d3/en/index&amp;app=com-d3,1
213,live.gnome.org/GnomeMud,0
214,tools.ietf.org/html/rfc154,0
215,blog.nodejitsu.com/feed.xml,0
216,paypal.ca.9796.secure2q.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=8b4dfa3fd667ef1ca4a12d97b125ba29,1
217,webvalue4.com/ggg.php,1
218,infohouse.p2ric.org/ref/01/00386.pdf,0
219,www.lanechange.net/html/dns_hosting.shtml,0
220,funekidea.co.in/hacks/facebook.html,1
221,www.lavasoft.com/products/ad_aware.php,0
222,www.artery.org/MurrayMill.htm,0
223,tools.ietf.org/html/rfc43,0
224,www.forbes.com/2003/04/23/ceoland.html,0
225,www.smts.org/members/,0
226,www.lesser-software.com/ilobf.htm,0
227,www.hnqsfz.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&,1
228,us.battle.net.kkwow.asia/login/en/,1
229,emirhali.com.tr/.redi/index.html,1
230,tools.ietf.org/html/rfc55,0
231,www.michigan.gov/mgcb/,0
232,www.traiteurbouchat-brisy.be/prop/remax/index.htm,1
233,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7crg7PKrWjMnEg-MzyEzgVHlIwnx7sT0YV7Kkywew_BZsi2xMKzfgAiQn1ILiLalWpZAeScR8Reb7HMitkdtNPDnDi9ckL_Ru_rbXsGY6LOydZdORJtZgeY2rLAlhVP_fLPB2ZGrvpvHCO_9pokyf9QzEHMdSwUQXtVQXPjtuT3nxIrZR0h-Oeu9aFU2UchXArrFc4YKOUNb229TGHuAtboNZkzVCw\%3D\%3D&amp;attredirects=0',1
234,'login.live.com/login.srf?wa=wsignin1.0&rpsnv=11&ct=1349939301&rver=6.1.6206.0&wp=MBI&wreply=http:\%2F\%2Fmail.live.com\%2Fmail\%2FInboxLight.aspx\%3Fn\%3D117928483&lc=1033&id=64855&mkt=en-US&cbcxt=mai&snsc=1',1
235,fvgb96b9vsw.blogspot.com/,1
236,us.battle.net.kkus.asia/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1
237,acejunsa.org/www.paypal.com/login.htm,1
238,www.media-match.com/affiliates.php,0
239,www.justsoftwaresolutions.co.uk/articles/genericptr.pdf,0
240,www.dswsoft.com/dbn.html,0
241,www.ddj.com/architect/184414510,0
242,www.angelfire.com/band2/mojoriesen/,0
243,pastehtml.com/view/az8c2p2zz.html,1
244,www.htmlhelp.com/faq/html/,0
245,searchenginewatch.com/article/2066044/Firefox-Google-and-Web-Search,0
246,www.ntcresearch.org/pdf-rpts/AnRp03/M01-CL01-A3.pdf,0
247,www.cnn.com/TECH/computing/9910/08/handspring.idg/index.html,0
248,www.kdnuggets.com/gpspubs/kdd99-est-ben-lift/index.htm,0
249,www.xml.com/pub/a/2002/11/13/py-xml.html,0
250,cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?am&amp;amp;amp;amp;amp;amp;amp;amp;co_partnerId=2&amp;amp;amp;amp;amp;amp;amp;amp;pageType=&amp;amp;amp;amp;amp;amp;amp;amp;pUserId=&amp;amp;amp;amp;amp;amp;amp;amp;siteid=0&amp;amp;amp;amp;amp;amp;cmd=SignIn,1
251,44144paypal95752.teas111.com/cZWU3dcXId.php?WKSXFtvVqZ6KnQxSC74JIUEgYcb5MwVXU9s3CJSJbHmGZrC6K2wsMFKbj42NO7GDUlgApCN5HGEsOJ5h1TPKYvyZXZxgiHfiOaZ3,1
252,www.mygold.cc/js/?us.battle.net/login/en/?ref=us.battle.net/en/index&amp;=com-d3,1
253,www.intellij.net/forums/forum.jspa?forumID=48,0
254,airtimejumps.com/wp-content/plugins/cforms/index.htm,1
255,www.wired.com/politics/law/news/1999/06/20036,0
256,novohabboem3d.rel7.com/,1
257,www.ozebiz.com.au/honey,0
258,www.villagecardclub.org/index.html,0
259,www.vvwow.asia/login/en/login.html,1
260,electriciananytime.com.au/wp-content/plugins/contact-form-7/includes/index.php,1
261,www.moviestrailer.mobi/imp2/index.html,1
262,ssl.allegro.pl.chookman.id.au/?/enter_login.php?session=ZDVmMVY,1
263,bearbenz.org/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbnoub3JnuhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAxNzkzMQ==,1
264,www.cipsoft-lottery.za.pl/,1
265,www.taiwanexcellence.com.vn/templates/system/Paypal-Com/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5ab9d8af21cca5e73c76abcd91d8c5906ab9d8af21cca5e73c76abcd91d8c5906,1
266,www.computerworld.com/s/article/65767/Emerging_Companies_2002?taxonomyId=014,0
267,www.maa.org/mathland/mathtrek_10_26_98.html,0
268,faze.itgo.com/about_us.html,0
269,www.cincomsmalltalk.com/BottomFeeder/,0
270,www.csse.monash.edu.au/~debbiep/billabong/rflinch.html,0
271,www.csl.sri.com/users/neumann/neumann.html,0
272,tools.ietf.org/html/rfc1275,0
273,www.paypal.ca.9977.secure3p.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&n,1
274,univeb.com.br/admin002/img/icons/inc/css/?8465398469465928748t4875384?/C13l0_,1
275,www.jamphotoblog.com/.paypal-verification/new1/dc6c031727007fd700fd7434ce43eba1/272afd376f908e02cbd1320241292354/,1
276,casinogambling.about.com/library/weekly/aa091399.htm,0
277,peesbook.16mb.com/Facebook.html,1
278,freeregisters4.blogspot.com/,1
279,sites.google.com/site/aaronellery/,0
280,www.gamespot.com/pc/action/marceckosgettingup/,0
281,www.nzherald.co.nz/technology/news/article.cfm?c_id=5&amp;objectid=2347985,0
282,www.naqsn.com/Js/?us.battle.net/login/en/?ref=ogaiddius.battle.net/d3/en/index&app=com-d3,1
283,pc.ign.com/articles/742/742365p1.html,0
284,www.woodheadpublishing.com/en/book.aspx?bookID=1277,0
285,www.sz-bailan.com/nab/100.html,1
286,'bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fzednsifus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',1
287,cvtnewyork.com/logs/pp/pp/pp/f0d8495af557bd9f6bd50c909f6447fe/c/,1
288,'information-update018.expolatina.net/?/cgi-\%0D\%5Cn\%0D\%5Cnbin/webscr?cmd=_login-\%0D\%5Cn\%0D\%5Cnsubmit&dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60',1
289,ceemyphotos.com/seniorpeoplephotogallery.html,1
290,www.efwd.com/american/,0
291,www.softpanorama.org/Editors/eoe.shtml,0
292,gee.cs.oswego.edu/dl/pd-FAQ/pd-FAQ.html,0
293,publish.comcast.net/dpath/P7jFoLwmZVxVZWIGQLu8d2by24M6SUDH-1aYr6VqUBomJ7tk9HaDavdnzwE3arnkrVHqzDfRKf8laHJB1zzFIh_a1ikQ4uNbyRaGPuQ9jJuyKm__Xqf0LelzajkfEMWC/,1
294,ofertas-ebay.es/shs/Item=2623ViewItem=271141141581.php?ru=www.ebayZZZZ.es:80/sch/i.html?_from=R40&_trksid=m570.l2736&_nkw,1
295,hlanz.org/billing/system/info/update/webscr/screaming/a334b949df3aa153511cd5c73d3100e9/,1
296,www.paypal.com.account-review.update.checkonlinedept.paypalonline.id29893892.confirm.processing.logina.account.melipicks.com/paypal.com/webscr/m/e/q/p/z/x/j/id=102042/index.html,1
297,www.discovergames.com/Bump.html,0
298,www.newyahoobuy.net/page/vote.php?pid=50,1
299,en.tldp.org/HOWTO/Remote-Serial-Console-HOWTO/,0
300,lion.tc/a3,1
301,vochvach.net/sess=87203/cgi-5kejhumpTygrs2b/mcNdxDE7zkshx2g8wm1ljq/dt=20120627/sdr01/,1
302,benami-gold.co.il/language/en-US/cgi-id/cgi-id/cgi-id/login.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
303,www.arabscoach.com//wp-includes/pomo/MOBILE-DO/absa-mobiledo/absaBanking/index.php,1
304,wilirots.biz/amcntrlde/webscr_prim.php?d2lsaXJvdHMuYml6uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NDk2MTMyNw==,1
305,daringfireball.net/projects/markdown/,0
306,tools.ietf.org/html/rfc1522,0
307,www.cc.gatech.edu/aimosaic/robot-lab/research/MissionLab/,0
308,'csucdc.com/images/?amp;app=com-d3&amp;us.battle.net/login/en/ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',1
309,en.wikipedia.org/wiki/Desktop_publishing,0
310,www.cs.arizona.edu/patterns/weaving/books/sa_spin_2.pdf,0
311,tools.ietf.org/html/rfc1093,0
312,tools.ietf.org/html/rfc1419,0
313,rasadigital.com/wp-content/themes/twentyeleven/index.html,1
314,www.webring.com/hub?ring=forgottenrealms&amp;list,0
315,portosegseguros.com.br/itau/GRIPNET/index.php,1
316,eu.diablo.net.zh-piy.in/login.html?app=wam&amp;ref=worldofwarcraft.com/account/&amp;eor=0&amp;app=bam/,1
317,account.update.cgi-bin-webscr-cmd.login-submit-dispatch.2587a200db1f8e655487e8d0288a7fd2903afb895540fd44243d02.eduardopireselindomar.com.br/paypal/e8a24643be66ccf87a7e6fa045423f3f/Termine.php?cmd=run&dispatch=5885d8sdf0a13c0db1f998ca054efbdsdff2c29878a435fe324eec2511727fbf3e9efcd86efd596179f77f4c670edd9e1916e4d86efd596179f77f4c67d0edd9dfde1916e4,1
318,recyforest.com/components/com_ag_google_analytics2/5259488707/de-34136426436/,1
319,livethelight.co.il/ate3/index.html,1
320,pastehtml.com/view/b49yvjgdz.html,1
321,siamb2b.com/paypal.Inc.www.paypal.com/us/cgi-bin/webscr.html?cmd=_login-run,1
322,www.webreference.com/xml/column14/,0
323,bftltd.com/js/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;rsmxwdwssl=0&amp;dest,1
324,daotaoseo.net/remax/remax/index.htm,1
325,nethost247.net/burotech/cli/paypal/login.htm,1
326,habbochorme.rel7.com/,1
327,www.girliemac.com/tomomi_imura/,0
328,www343.paypal.co.uk.34362.ssl-670.mx/js/webapps/uk/mpp/?cmnd=_lg&pageName=_edit,1
329,docs.google.com/forms/d/1AuwnzGFTB5mTL47G7J8Psid34XfBtJp-eEp0T9nYp1w/viewform,1
330,mobokabin.com/wp-content/themes/default/hsbcbh.htm,1
331,www.italianmachinetools.com/index.asp,0
332,ertos.nicta.com.au/software/sulima/,0
333,www.asideal.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1
334,www.national.com/pf/LM/LMD18245.html,0
335,www.nitrorchelicopter.net/bc/alfa.htm,1
